index,tensor
660,"[3.0, 1.75, 1670.0, 5400.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1670.0, 0.0, 47.6349983215, -122.283996582, 2100.0, 5400.0, 102.0, 0.0, 0.0]"
661,"[5.0, 2.0, 2050.0, 10200.0, 1.0, 0.0, 0.0, 3.0, 6.0, 1430.0, 620.0, 47.4136009216, -122.3330001831, 1940.0, 8625.0, 58.0, 0.0, 0.0]"
662,"[4.0, 3.0, 2410.0, 8284.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1210.0, 1200.0, 47.720199585, -122.2200012207, 2050.0, 7940.0, 45.0, 0.0, 0.0]"
663,"[3.0, 2.25, 3280.0, 79279.0, 1.0, 0.0, 0.0, 3.0, 10.0, 3280.0, 0.0, 47.3207015991, -122.2929992676, 1860.0, 24008.0, 13.0, 0.0, 0.0]"
664,"[4.0, 2.5, 2800.0, 12831.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2800.0, 0.0, 47.739200592, -121.966003418, 2810.0, 10235.0, 13.0, 0.0, 0.0]"
665,"[3.0, 1.0, 1100.0, 17334.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1100.0, 0.0, 47.3003005981, -122.2699966431, 1530.0, 18694.0, 36.0, 0.0, 0.0]"
666,"[4.0, 2.0, 1890.0, 4500.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1490.0, 400.0, 47.6683998108, -122.3560028076, 1640.0, 4010.0, 108.0, 1.0, 86.0]"
667,"[3.0, 2.5, 2120.0, 5277.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2120.0, 0.0, 47.681098938, -122.033996582, 2370.0, 5257.0, 10.0, 0.0, 0.0]"
668,"[3.0, 2.75, 2600.0, 12860.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1350.0, 1250.0, 47.6949996948, -121.9179992676, 2260.0, 12954.0, 49.0, 0.0, 0.0]"
669,"[4.0, 2.75, 2500.0, 4950.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2500.0, 0.0, 47.6963996887, -122.016998291, 2500.0, 4950.0, 4.0, 0.0, 0.0]"
670,"[4.0, 2.25, 2200.0, 11250.0, 1.5, 0.0, 0.0, 5.0, 7.0, 1300.0, 900.0, 47.6845016479, -122.2009963989, 2320.0, 10814.0, 94.0, 0.0, 0.0]"
671,"[3.0, 2.5, 2100.0, 2200.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1500.0, 600.0, 47.6139984131, -122.2939987183, 1750.0, 4400.0, 96.0, 0.0, 0.0]"
672,"[4.0, 2.0, 1530.0, 6375.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1530.0, 0.0, 47.4692001343, -122.1620025635, 1500.0, 8712.0, 72.0, 1.0, 41.0]"
673,"[3.0, 1.75, 1760.0, 6300.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 700.0, 47.5003013611, -122.2600021362, 1340.0, 7300.0, 52.0, 0.0, 0.0]"
674,"[4.0, 2.5, 2810.0, 6481.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2810.0, 0.0, 47.3330001831, -122.1719970703, 2660.0, 6958.0, 17.0, 0.0, 0.0]"
675,"[3.0, 1.75, 1890.0, 93218.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1890.0, 0.0, 47.2568016052, -122.0699996948, 1690.0, 172062.0, 50.0, 0.0, 0.0]"
676,"[3.0, 1.0, 1420.0, 11040.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1420.0, 0.0, 47.5969009399, -122.1399993896, 1530.0, 8208.0, 54.0, 0.0, 0.0]"
677,"[3.0, 1.75, 1360.0, 18123.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1360.0, 0.0, 47.4715995789, -121.7559967041, 1570.0, 16817.0, 31.0, 0.0, 0.0]"
678,"[3.0, 1.0, 1420.0, 7420.0, 1.5, 0.0, 0.0, 3.0, 6.0, 1420.0, 0.0, 47.4948997498, -122.2389984131, 1290.0, 6600.0, 70.0, 0.0, 0.0]"
679,"[4.0, 2.25, 2130.0, 8499.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1600.0, 530.0, 47.3656997681, -122.2099990845, 1890.0, 11368.0, 39.0, 0.0, 0.0]"
680,"[2.0, 1.0, 980.0, 3800.0, 1.0, 0.0, 0.0, 3.0, 7.0, 980.0, 0.0, 47.6902999878, -122.3399963379, 1520.0, 5010.0, 89.0, 0.0, 0.0]"
681,"[3.0, 1.5, 1390.0, 10530.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1390.0, 0.0, 47.7024993896, -122.1959991455, 1750.0, 10530.0, 54.0, 0.0, 0.0]"
682,"[1.0, 1.0, 930.0, 7129.0, 1.0, 0.0, 0.0, 3.0, 6.0, 930.0, 0.0, 47.723400116, -122.3330001831, 1300.0, 8075.0, 66.0, 0.0, 0.0]"
683,"[3.0, 2.5, 1330.0, 1200.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1330.0, 0.0, 47.7033996582, -122.34400177, 1330.0, 1206.0, 12.0, 0.0, 0.0]"
684,"[5.0, 2.25, 3070.0, 64033.0, 1.0, 0.0, 0.0, 3.0, 9.0, 2730.0, 340.0, 47.3237991333, -122.2919998169, 1560.0, 28260.0, 31.0, 0.0, 0.0]"
685,"[4.0, 4.0, 2790.0, 16117.0, 2.0, 0.0, 0.0, 4.0, 9.0, 2790.0, 0.0, 47.6032981873, -122.1549987793, 2740.0, 25369.0, 15.0, 0.0, 0.0]"
686,"[3.0, 2.5, 2520.0, 53143.0, 1.5, 0.0, 0.0, 3.0, 7.0, 2520.0, 0.0, 47.7430000305, -121.9250030518, 2020.0, 56628.0, 26.0, 0.0, 0.0]"
687,"[3.0, 2.5, 2140.0, 8925.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2140.0, 0.0, 47.631401062, -122.0270004272, 2310.0, 8956.0, 23.0, 0.0, 0.0]"
688,"[2.0, 1.5, 1088.0, 1360.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1088.0, 0.0, 47.709400177, -122.2129974365, 1098.0, 1469.0, 31.0, 0.0, 0.0]"
689,"[3.0, 2.75, 2890.0, 12130.0, 2.0, 0.0, 3.0, 4.0, 10.0, 2830.0, 60.0, 47.6505012512, -122.2030029297, 2415.0, 11538.0, 27.0, 0.0, 0.0]"
690,"[4.0, 2.5, 2600.0, 4506.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2600.0, 0.0, 47.5145988464, -122.18800354, 2470.0, 6041.0, 9.0, 0.0, 0.0]"
691,"[4.0, 3.5, 3420.0, 33106.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3420.0, 0.0, 47.3554000854, -121.986000061, 3420.0, 36590.0, 10.0, 0.0, 0.0]"
692,"[3.0, 2.5, 2430.0, 88426.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1570.0, 860.0, 47.48279953, -121.7180023193, 1560.0, 56827.0, 29.0, 0.0, 0.0]"
693,"[1.0, 1.0, 1230.0, 3774.0, 1.0, 0.0, 0.0, 4.0, 6.0, 830.0, 400.0, 47.6885986328, -122.3539962769, 1300.0, 3774.0, 90.0, 0.0, 0.0]"
694,"[4.0, 2.5, 2900.0, 5505.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2900.0, 0.0, 47.606300354, -122.0199966431, 2970.0, 5251.0, 12.0, 0.0, 0.0]"
695,"[3.0, 1.0, 1060.0, 10228.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 0.0, 47.7481002808, -122.3000030518, 1570.0, 10228.0, 66.0, 0.0, 0.0]"
696,"[3.0, 2.75, 2600.0, 12860.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1350.0, 1250.0, 47.6949996948, -121.9179992676, 2260.0, 12954.0, 49.0, 0.0, 0.0]"
697,"[5.0, 2.75, 3460.0, 7977.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3460.0, 0.0, 47.590801239, -122.06199646, 3390.0, 6630.0, 3.0, 0.0, 0.0]"
698,"[3.0, 2.0, 1050.0, 18304.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1050.0, 0.0, 47.3205986023, -122.2689971924, 1690.0, 15675.0, 61.0, 0.0, 0.0]"
699,"[3.0, 2.75, 3010.0, 1842.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3010.0, 0.0, 47.5835990906, -121.9940032959, 2950.0, 4200.0, 3.0, 0.0, 0.0]"
700,"[4.0, 2.5, 2990.0, 5669.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2990.0, 0.0, 47.6119003296, -122.0110015869, 3110.0, 5058.0, 11.0, 0.0, 0.0]"
701,"[5.0, 3.5, 3450.0, 28324.0, 1.0, 0.0, 0.0, 5.0, 8.0, 2350.0, 1100.0, 47.6991004944, -122.1959991455, 2640.0, 14978.0, 42.0, 0.0, 0.0]"
702,"[3.0, 2.0, 1340.0, 4320.0, 1.0, 0.0, 0.0, 3.0, 5.0, 920.0, 420.0, 47.2989997864, -122.2279968262, 980.0, 6480.0, 102.0, 1.0, 81.0]"
703,"[3.0, 2.5, 1500.0, 7420.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1000.0, 500.0, 47.7235984802, -122.1740036011, 1840.0, 7272.0, 42.0, 0.0, 0.0]"
704,"[3.0, 1.0, 1120.0, 7250.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1120.0, 0.0, 47.7142982483, -122.2109985352, 1340.0, 7302.0, 42.0, 0.0, 0.0]"
705,"[3.0, 2.5, 2110.0, 7434.0, 2.0, 0.0, 0.0, 4.0, 7.0, 2110.0, 0.0, 47.3935012817, -122.1689987183, 2100.0, 7749.0, 36.0, 0.0, 0.0]"
706,"[4.0, 2.0, 1570.0, 9415.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1570.0, 0.0, 47.3167991638, -122.1740036011, 1550.0, 8978.0, 30.0, 0.0, 0.0]"
707,"[3.0, 1.75, 1520.0, 12282.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1220.0, 300.0, 47.7515983582, -122.2990036011, 1860.0, 13500.0, 36.0, 0.0, 0.0]"
708,"[4.0, 1.0, 1330.0, 2400.0, 1.5, 0.0, 0.0, 4.0, 6.0, 1330.0, 0.0, 47.6500015259, -122.3399963379, 1330.0, 4400.0, 114.0, 0.0, 0.0]"
709,"[4.0, 1.5, 3520.0, 4933.0, 1.5, 0.0, 0.0, 4.0, 8.0, 2270.0, 1250.0, 47.5654983521, -122.3150024414, 1710.0, 5400.0, 86.0, 0.0, 0.0]"
710,"[2.0, 1.0, 1170.0, 6543.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1170.0, 0.0, 47.5369987488, -122.3850021362, 1550.0, 7225.0, 101.0, 0.0, 0.0]"
711,"[3.0, 2.5, 3310.0, 5300.0, 2.0, 0.0, 2.0, 3.0, 8.0, 2440.0, 870.0, 47.5177993774, -122.388999939, 2140.0, 7500.0, 6.0, 0.0, 0.0]"
712,"[3.0, 1.75, 1070.0, 8100.0, 1.0, 0.0, 0.0, 4.0, 6.0, 1070.0, 0.0, 47.2853012085, -122.2200012207, 1260.0, 8100.0, 57.0, 0.0, 0.0]"
713,"[4.0, 2.5, 2790.0, 5423.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2790.0, 0.0, 47.6085014343, -122.016998291, 2450.0, 6453.0, 15.0, 0.0, 0.0]"
714,"[3.0, 1.5, 1280.0, 16738.0, 1.5, 0.0, 0.0, 4.0, 5.0, 1280.0, 0.0, 47.3894996643, -122.0230026245, 1590.0, 16317.0, 82.0, 0.0, 0.0]"
715,"[3.0, 2.5, 1700.0, 7496.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1700.0, 0.0, 47.4319992065, -122.1890029907, 2280.0, 7496.0, 20.0, 0.0, 0.0]"
716,"[2.0, 1.5, 1320.0, 10800.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1320.0, 0.0, 47.7145004272, -122.3669967651, 2120.0, 12040.0, 67.0, 0.0, 0.0]"
717,"[2.0, 2.25, 1630.0, 1686.0, 2.0, 0.0, 0.0, 3.0, 10.0, 1330.0, 300.0, 47.6113014221, -122.3140029907, 1570.0, 2580.0, 0.0, 0.0, 0.0]"
718,"[3.0, 3.25, 3230.0, 7800.0, 2.0, 0.0, 3.0, 3.0, 10.0, 3230.0, 0.0, 47.6347999573, -122.4029998779, 3030.0, 6600.0, 9.0, 0.0, 0.0]"
719,"[3.0, 1.75, 2340.0, 10495.0, 1.0, 0.0, 0.0, 4.0, 8.0, 2340.0, 0.0, 47.5386009216, -122.2259979248, 3120.0, 11068.0, 47.0, 0.0, 0.0]"
720,"[4.0, 2.5, 1960.0, 7230.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1960.0, 0.0, 47.2854995728, -122.3600006104, 1850.0, 7208.0, 12.0, 0.0, 0.0]"
721,"[4.0, 2.5, 1950.0, 5451.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1950.0, 0.0, 47.4341011047, -122.1439971924, 2240.0, 6221.0, 10.0, 0.0, 0.0]"
722,"[3.0, 1.75, 1790.0, 12000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1040.0, 750.0, 47.3945007324, -122.31300354, 1840.0, 12000.0, 54.0, 0.0, 0.0]"
723,"[3.0, 1.0, 1280.0, 9000.0, 1.5, 0.0, 0.0, 4.0, 6.0, 1280.0, 0.0, 47.4915008545, -122.3379974365, 1430.0, 4500.0, 60.0, 0.0, 0.0]"
724,"[4.0, 2.25, 2590.0, 12600.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2590.0, 0.0, 47.5565986633, -122.1620025635, 2620.0, 11050.0, 36.0, 0.0, 0.0]"
725,"[3.0, 1.5, 1590.0, 21600.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1590.0, 0.0, 47.2159004211, -121.966003418, 1780.0, 21600.0, 44.0, 0.0, 0.0]"
726,"[3.0, 1.75, 2220.0, 11646.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1270.0, 950.0, 47.7761993408, -122.2699966431, 1490.0, 10003.0, 64.0, 0.0, 0.0]"
727,"[4.0, 2.5, 2610.0, 5866.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2610.0, 0.0, 47.3441009521, -122.0400009155, 2480.0, 5188.0, 9.0, 0.0, 0.0]"
728,"[3.0, 2.25, 1780.0, 9969.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1450.0, 330.0, 47.7285995483, -122.1679992676, 1950.0, 7974.0, 29.0, 0.0, 0.0]"
729,"[3.0, 1.75, 1300.0, 10030.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1300.0, 0.0, 47.7359008789, -122.1920013428, 1520.0, 7713.0, 48.0, 0.0, 0.0]"
730,"[4.0, 2.0, 1870.0, 6000.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1870.0, 0.0, 47.7154998779, -122.3150024414, 1520.0, 7169.0, 58.0, 0.0, 0.0]"
731,"[3.0, 2.25, 1500.0, 1312.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1500.0, 0.0, 47.6534004211, -122.3460006714, 1500.0, 1282.0, 7.0, 0.0, 0.0]"
732,"[3.0, 2.0, 2100.0, 31550.0, 1.0, 0.0, 0.0, 3.0, 8.0, 2100.0, 0.0, 47.690700531, -121.9169998169, 1860.0, 18452.0, 4.0, 0.0, 0.0]"
733,"[3.0, 2.25, 2370.0, 9619.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1650.0, 720.0, 47.6366004944, -122.0989990234, 1960.0, 9712.0, 41.0, 0.0, 0.0]"
734,"[3.0, 2.25, 1260.0, 1488.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1260.0, 0.0, 47.7070999146, -122.3359985352, 1190.0, 1095.0, 5.0, 0.0, 0.0]"
735,"[3.0, 4.0, 2080.0, 2250.0, 3.0, 0.0, 4.0, 3.0, 8.0, 2080.0, 0.0, 47.6598014832, -122.3550033569, 2080.0, 2250.0, 17.0, 0.0, 0.0]"
736,"[4.0, 1.75, 2350.0, 18800.0, 1.0, 0.0, 2.0, 3.0, 8.0, 2350.0, 0.0, 47.5904006958, -122.1770019531, 3050.0, 14640.0, 55.0, 0.0, 0.0]"
737,"[3.0, 1.0, 1780.0, 7800.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 720.0, 47.4931983948, -122.2630004883, 1450.0, 7800.0, 57.0, 0.0, 0.0]"
738,"[4.0, 3.5, 3820.0, 17745.0, 2.0, 0.0, 2.0, 3.0, 8.0, 2440.0, 1380.0, 47.5569992065, -122.2949981689, 2520.0, 9640.0, 59.0, 0.0, 0.0]"
739,"[4.0, 3.25, 3990.0, 9786.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3990.0, 0.0, 47.6783981323, -122.0260009766, 3920.0, 8200.0, 10.0, 0.0, 0.0]"
740,"[3.0, 2.5, 2540.0, 5237.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2540.0, 0.0, 47.5491981506, -122.2760009766, 1800.0, 4097.0, 3.0, 0.0, 0.0]"
741,"[3.0, 2.25, 1260.0, 1488.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1260.0, 0.0, 47.7070999146, -122.3359985352, 1190.0, 1095.0, 5.0, 0.0, 0.0]"
742,"[3.0, 2.75, 2200.0, 7000.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1280.0, 920.0, 47.4574012756, -122.1689987183, 1670.0, 7000.0, 37.0, 0.0, 0.0]"
743,"[3.0, 1.75, 1280.0, 10716.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1280.0, 0.0, 47.4754981995, -122.1449966431, 1440.0, 9870.0, 45.0, 0.0, 0.0]"
744,"[3.0, 2.0, 1910.0, 5040.0, 1.5, 0.0, 0.0, 3.0, 8.0, 1910.0, 0.0, 47.6311988831, -122.0609970093, 1980.0, 4275.0, 43.0, 0.0, 0.0]"
745,"[3.0, 3.0, 2260.0, 1834.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1660.0, 600.0, 47.6110992432, -122.3079986572, 2260.0, 1834.0, 12.0, 0.0, 0.0]"
746,"[3.0, 1.5, 2220.0, 8994.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1110.0, 1110.0, 47.5472984314, -122.1719970703, 2220.0, 8994.0, 52.0, 0.0, 0.0]"
747,"[4.0, 3.5, 3270.0, 15704.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2110.0, 1160.0, 47.6255989075, -122.0419998169, 3020.0, 8582.0, 24.0, 0.0, 0.0]"
748,"[4.0, 1.5, 1720.0, 6417.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1720.0, 0.0, 47.7267990112, -122.3109970093, 1430.0, 6240.0, 61.0, 0.0, 0.0]"
749,"[3.0, 1.75, 1700.0, 7532.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1700.0, 0.0, 47.3549995422, -122.1760025024, 1690.0, 7405.0, 27.0, 0.0, 0.0]"
750,"[2.0, 2.5, 1370.0, 1140.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1080.0, 290.0, 47.7055015564, -122.3420028687, 1340.0, 1050.0, 5.0, 0.0, 0.0]"
751,"[5.0, 2.5, 2960.0, 8968.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1640.0, 1320.0, 47.623298645, -122.1019973755, 1890.0, 9077.0, 49.0, 0.0, 0.0]"
752,"[6.0, 2.5, 3180.0, 9375.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1590.0, 1590.0, 47.5707015991, -122.1289978027, 2670.0, 9625.0, 47.0, 0.0, 0.0]"
753,"[3.0, 2.5, 2350.0, 5100.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2350.0, 0.0, 47.3512001038, -122.0080032349, 2350.0, 5363.0, 11.0, 0.0, 0.0]"
754,"[3.0, 2.5, 1350.0, 941.0, 3.0, 0.0, 0.0, 3.0, 9.0, 1350.0, 0.0, 47.626499176, -122.3639984131, 1640.0, 1369.0, 8.0, 0.0, 0.0]"
755,"[4.0, 3.5, 3450.0, 7832.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3450.0, 0.0, 47.5637016296, -122.1230010986, 3220.0, 8567.0, 7.0, 0.0, 0.0]"
756,"[4.0, 2.5, 1750.0, 6397.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.3082008362, -122.358001709, 1940.0, 6502.0, 27.0, 0.0, 0.0]"
757,"[3.0, 1.0, 1240.0, 10800.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1240.0, 0.0, 47.5233001709, -122.1849975586, 1810.0, 10800.0, 55.0, 0.0, 0.0]"
758,"[4.0, 1.0, 1060.0, 5750.0, 1.0, 0.0, 0.0, 3.0, 6.0, 950.0, 110.0, 47.6562004089, -122.388999939, 1790.0, 5857.0, 110.0, 0.0, 0.0]"
759,"[4.0, 1.0, 1750.0, 68841.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.4441986084, -122.0810012817, 1550.0, 32799.0, 72.0, 0.0, 0.0]"
760,"[3.0, 2.75, 2050.0, 3320.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1580.0, 470.0, 47.6719017029, -122.3010025024, 1760.0, 4150.0, 87.0, 0.0, 0.0]"
761,"[5.0, 3.5, 2700.0, 11675.0, 1.5, 0.0, 2.0, 4.0, 6.0, 1950.0, 750.0, 47.7172012329, -122.3489990234, 2160.0, 8114.0, 66.0, 0.0, 0.0]"
762,"[3.0, 1.0, 1440.0, 11330.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1440.0, 0.0, 47.4742012024, -122.2649993896, 1580.0, 10100.0, 50.0, 0.0, 0.0]"
763,"[3.0, 2.5, 1700.0, 7496.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1700.0, 0.0, 47.4319992065, -122.1890029907, 2280.0, 7496.0, 20.0, 0.0, 0.0]"
764,"[3.0, 2.5, 1300.0, 812.0, 2.0, 0.0, 0.0, 3.0, 8.0, 880.0, 420.0, 47.5892982483, -122.3170013428, 1300.0, 824.0, 6.0, 0.0, 0.0]"
765,"[3.0, 1.75, 1020.0, 7020.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1020.0, 0.0, 47.7361984253, -122.3140029907, 1020.0, 5871.0, 61.0, 0.0, 0.0]"
766,"[2.0, 1.0, 560.0, 7560.0, 1.0, 0.0, 0.0, 3.0, 6.0, 560.0, 0.0, 47.5270996094, -122.375, 990.0, 7560.0, 70.0, 0.0, 0.0]"
767,"[2.0, 1.75, 2770.0, 19700.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1780.0, 990.0, 47.7580986023, -122.3649978638, 2360.0, 9700.0, 31.0, 0.0, 0.0]"
768,"[4.0, 1.0, 2000.0, 4800.0, 2.0, 0.0, 0.0, 4.0, 7.0, 2000.0, 0.0, 47.6582984924, -122.3509979248, 1260.0, 1452.0, 104.0, 0.0, 0.0]"
769,"[5.0, 3.25, 3160.0, 10587.0, 1.0, 0.0, 0.0, 5.0, 7.0, 2190.0, 970.0, 47.7238006592, -122.1650009155, 2200.0, 7761.0, 55.0, 0.0, 0.0]"
770,"[3.0, 1.75, 2180.0, 7700.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1480.0, 700.0, 47.7593994141, -122.361000061, 2180.0, 7604.0, 53.0, 0.0, 0.0]"
771,"[3.0, 2.25, 2920.0, 6300.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1710.0, 1210.0, 47.7065010071, -122.3700027466, 1940.0, 6300.0, 58.0, 0.0, 0.0]"
772,"[2.0, 2.0, 1390.0, 1302.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1390.0, 0.0, 47.3088989258, -122.3300018311, 1390.0, 1302.0, 28.0, 0.0, 0.0]"
773,"[4.0, 2.5, 2160.0, 3139.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1080.0, 1080.0, 47.6661987305, -122.3379974365, 1650.0, 3740.0, 74.0, 0.0, 0.0]"
774,"[3.0, 2.25, 1620.0, 997.0, 2.5, 0.0, 0.0, 3.0, 8.0, 1540.0, 80.0, 47.5400009155, -122.0260009766, 1620.0, 1068.0, 4.0, 0.0, 0.0]"
775,"[4.0, 2.5, 2230.0, 4372.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1540.0, 690.0, 47.6697998047, -122.3339996338, 2020.0, 4372.0, 79.0, 0.0, 0.0]"
776,"[7.0, 3.25, 4340.0, 8521.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2550.0, 1790.0, 47.5200004578, -122.3379974365, 1890.0, 8951.0, 28.0, 0.0, 0.0]"
777,"[3.0, 2.25, 2960.0, 8330.0, 1.0, 0.0, 3.0, 4.0, 10.0, 2260.0, 700.0, 47.7034988403, -122.3850021362, 2960.0, 8840.0, 62.0, 0.0, 0.0]"
778,"[3.0, 2.25, 2390.0, 7875.0, 1.0, 0.0, 1.0, 3.0, 10.0, 1980.0, 410.0, 47.6515007019, -122.2779998779, 3720.0, 9075.0, 66.0, 0.0, 0.0]"
779,"[3.0, 1.0, 970.0, 7503.0, 1.0, 0.0, 0.0, 4.0, 6.0, 970.0, 0.0, 47.4687995911, -122.1630020142, 1230.0, 9504.0, 48.0, 0.0, 0.0]"
780,"[3.0, 1.75, 1200.0, 9266.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1200.0, 0.0, 47.313999176, -122.2080001831, 1200.0, 9266.0, 54.0, 0.0, 0.0]"
781,"[1.0, 1.0, 670.0, 5750.0, 1.0, 0.0, 0.0, 3.0, 7.0, 670.0, 0.0, 47.5624008179, -122.3939971924, 1170.0, 5750.0, 73.0, 1.0, 69.0]"
782,"[4.0, 1.5, 3520.0, 4933.0, 1.5, 0.0, 0.0, 4.0, 8.0, 2270.0, 1250.0, 47.5654983521, -122.3150024414, 1710.0, 5400.0, 86.0, 0.0, 0.0]"
783,"[4.0, 1.75, 2430.0, 7559.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1580.0, 850.0, 47.7206001282, -122.1100006104, 1980.0, 8750.0, 34.0, 0.0, 0.0]"
784,"[4.0, 2.5, 3670.0, 54450.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3670.0, 0.0, 47.6211013794, -122.0159988403, 2900.0, 49658.0, 15.0, 0.0, 0.0]"
785,"[4.0, 2.5, 3200.0, 6691.0, 2.0, 0.0, 0.0, 3.0, 7.0, 3200.0, 0.0, 47.3670005798, -122.03099823, 2610.0, 6510.0, 13.0, 0.0, 0.0]"
786,"[3.0, 2.5, 1620.0, 1171.0, 3.0, 0.0, 4.0, 3.0, 8.0, 1470.0, 150.0, 47.6680984497, -122.3550033569, 1620.0, 1505.0, 6.0, 0.0, 0.0]"
787,"[3.0, 1.75, 1930.0, 10183.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1480.0, 450.0, 47.5624008179, -122.1350021362, 2320.0, 10000.0, 39.0, 0.0, 0.0]"
788,"[3.0, 2.5, 2160.0, 15817.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2160.0, 0.0, 47.4165992737, -122.1829986572, 1990.0, 15817.0, 16.0, 0.0, 0.0]"
789,"[3.0, 1.0, 1310.0, 18135.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1310.0, 0.0, 47.6064987183, -122.1129989624, 2150.0, 18135.0, 67.0, 0.0, 0.0]"
790,"[4.0, 1.75, 1540.0, 7200.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1260.0, 280.0, 47.3423995972, -122.3079986572, 1540.0, 8416.0, 48.0, 0.0, 0.0]"
791,"[3.0, 2.75, 3170.0, 34850.0, 1.0, 0.0, 0.0, 5.0, 9.0, 3170.0, 0.0, 47.6610984802, -122.1689987183, 3920.0, 36740.0, 58.0, 0.0, 0.0]"
